Hyperparameters,Results,Classes in task
"{'Name Experiment': 'Learning MAS with LSTM Model; no TEM (TIL) with 500 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x15521737a690>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x155220c3ae90>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 500, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.25104347, 'precision': 0.055381165919282514, 'recall': 0.19681274900398407, 'f1_score': 0.08643919510061243, 'confusion_matrix': array([[  0,   0,   1,   0, 129],
       [  2,   0,   0,   0, 149],
       [  0,   0,   0,   0, 166],
       [  1,   0,   0,   0, 201],
       [  4,   0,   0,   0, 247]]), 'forgetting_measure': [0.28000546, 0.53308195, -1.618835]}","{""Task 0 has these classes:"": [""four"", ""eight"", ""bird"", ""left"", ""one""], ""Task 1 has these classes:"": [""four"", ""no"", ""yes"", ""two"", ""cat""], ""Task 2 has these classes:"": [""four"", ""eight"", ""bird"", ""left"", ""one""]}"
"{'Name Experiment': 'Learning MAS with LSTM Model; no TEM (TIL) with 500 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x15521737a690>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x155220c3ae90>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 500, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.21265401, 'precision': 0.044, 'recall': 0.2, 'f1_score': 0.07213114754098361, 'confusion_matrix': array([[  0,   0,   0,   0, 101],
       [  0,   0,   0,   0,  99],
       [  0,   0,   0,   0, 126],
       [  0,   0,   0,   0, 142],
       [  0,   0,   0,   0, 132]]), 'forgetting_measure': [0.26335427, 0.5775521, -1.3671556]}","{""Task 0 has these classes:"": [""four"", ""eight"", ""bird"", ""left"", ""one""], ""Task 1 has these classes:"": [""four"", ""no"", ""yes"", ""two"", ""cat""], ""Task 2 has these classes:"": [""four"", ""eight"", ""bird"", ""left"", ""one""]}"
"{'Name Experiment': 'Learning MAS with LSTM Model; with TEM (TIL) with 500 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x155215eda090>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552166a1ad0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 500, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.28441408, 'precision': 0.3164924506387921, 'recall': 0.25282733868727514, 'f1_score': 0.18293643722868969, 'confusion_matrix': array([[ 89, 100,   3,   3,   0],
       [ 49, 129,   7,   1,   0],
       [ 25, 160,   8,   0,   0],
       [ 64,  89,   0,  12,   0],
       [ 60,  96,   3,   2,   0]]), 'forgetting_measure': [0.25997075, 0.15594146, -0.7036869]}","{""Task 0 has these classes:"": [""seven"", ""five"", ""one"", ""cat"", ""right""], ""Task 1 has these classes:"": [""seven"", ""house"", ""cat"", ""five"", ""no""], ""Task 2 has these classes:"": [""seven"", ""five"", ""one"", ""cat"", ""right""]}"
"{'Name Experiment': 'Learning MAS with LSTM Model; with TEM (TIL) with 500 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x155215eda090>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552166a1ad0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 500, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.21890493, 'precision': 0.17280027588925015, 'recall': 0.20719585703525242, 'f1_score': 0.1470138987311659, 'confusion_matrix': array([[ 39,  96,   4,   1,   0],
       [ 38, 100,   5,   2,   0],
       [ 30,  71,   6,   4,   0],
       [ 23,  47,   2,   1,   0],
       [ 40,  84,   3,   4,   0]]), 'forgetting_measure': [0.2072113, -0.20113702, 0.19396116]}","{""Task 0 has these classes:"": [""seven"", ""five"", ""one"", ""cat"", ""right""], ""Task 1 has these classes:"": [""seven"", ""house"", ""cat"", ""five"", ""no""], ""Task 2 has these classes:"": [""seven"", ""five"", ""one"", ""cat"", ""right""]}"
"{'Name Experiment': 'Learning MAS with GRU Model; no TEM (TIL) with 500 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552012a2d50>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552220fce10>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 500, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.23202819, 'precision': 0.20549374793462896, 'recall': 0.20166967007068276, 'f1_score': 0.1558987806705382, 'confusion_matrix': array([[154,  14,  31,  12,  10],
       [103,   9,  34,   5,  12],
       [137,   3,  33,   7,  10],
       [134,   9,  27,  10,   3],
       [106,   3,  17,  13,   4]]), 'forgetting_measure': [0.20748211, -0.27872407, 0.1583882]}","{""Task 0 has these classes:"": [""bird"", ""dog"", ""six"", ""no"", ""go""], ""Task 1 has these classes:"": [""bird"", ""wow"", ""four"", ""off"", ""tree""], ""Task 2 has these classes:"": [""bird"", ""dog"", ""six"", ""no"", ""go""]}"
"{'Name Experiment': 'Learning MAS with GRU Model; no TEM (TIL) with 500 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552012a2d50>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552220fce10>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 500, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.26290613, 'precision': 0.1555347882947841, 'recall': 0.22015534554531052, 'f1_score': 0.15246891651865008, 'confusion_matrix': array([[102,   9,  29,   0,   0],
       [ 93,  10,  34,   0,   0],
       [ 79,  10,  38,   0,   0],
       [ 76,   3,  17,   0,   0],
       [ 73,   6,  21,   0,   0]]), 'forgetting_measure': [0.21835037, -0.2618087, -0.07017829]}","{""Task 0 has these classes:"": [""bird"", ""dog"", ""six"", ""no"", ""go""], ""Task 1 has these classes:"": [""bird"", ""wow"", ""four"", ""off"", ""tree""], ""Task 2 has these classes:"": [""bird"", ""dog"", ""six"", ""no"", ""go""]}"
"{'Name Experiment': 'Learning MAS with LSTM Model; no TEM (TIL) with 10 chunk', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552d24b1d90>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552d26eb410>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 10, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.2446778, 'precision': 0.10624360927359613, 'recall': 0.20349006646053241, 'f1_score': 0.1385381741546125, 'confusion_matrix': array([[163,  86,   0,   0,   0],
       [144,  82,   0,   0,   0],
       [ 76,  83,   0,   0,   0],
       [104,  51,   0,   0,   0],
       [ 67,  44,   0,   0,   0]]), 'forgetting_measure': [0.24576958, 0.3000417, -0.83827376]}","{""Task 0 has these classes:"": [""bird"", ""house"", ""yes"", ""sheila"", ""go""], ""Task 1 has these classes:"": [""bird"", ""tree"", ""happy"", ""nine"", ""three""], ""Task 2 has these classes:"": [""bird"", ""house"", ""yes"", ""sheila"", ""go""]}"
"{'Name Experiment': 'Learning MAS with LSTM Model; no TEM (TIL) with 10 chunk', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552d24b1d90>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552d26eb410>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 10, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.26328337, 'precision': 0.10448254492873373, 'recall': 0.22745240066225164, 'f1_score': 0.1403984081660184, 'confusion_matrix': array([[121,  30,   0,   0,   0],
       [ 85,  43,   0,   0,   0],
       [ 86,  42,   0,   0,   0],
       [ 71,  28,   0,   0,   0],
       [ 49,  45,   0,   0,   0]]), 'forgetting_measure': [0.27470362, 0.009012724, 0.10766397]}","{""Task 0 has these classes:"": [""bird"", ""house"", ""yes"", ""sheila"", ""go""], ""Task 1 has these classes:"": [""bird"", ""tree"", ""happy"", ""nine"", ""three""], ""Task 2 has these classes:"": [""bird"", ""house"", ""yes"", ""sheila"", ""go""]}"
"{'Name Experiment': 'Learning MAS with GRU Model; with TEM (TIL) with 500 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1551f42d2d50>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1551fce89ad0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 500, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.28192902, 'precision': 0.28405766387991765, 'recall': 0.26593429424750037, 'f1_score': 0.22427488291416883, 'confusion_matrix': array([[  3,  11,  23, 114,   0],
       [  1,  42,  25, 112,   0],
       [  0,  18,  66,  96,   0],
       [  1,  19,  54, 181,   0],
       [  4,   7,  17, 106,   0]]), 'forgetting_measure': [0.2762806, 0.30896363, -0.98295903]}","{""Task 0 has these classes:"": [""sheila"", ""four"", ""dog"", ""no"", ""left""], ""Task 1 has these classes:"": [""sheila"", ""left"", ""zero"", ""bird"", ""dog""], ""Task 2 has these classes:"": [""sheila"", ""four"", ""dog"", ""no"", ""left""]}"
"{'Name Experiment': 'Learning MAS with GRU Model; with TEM (TIL) with 500 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1551f42d2d50>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1551fce89ad0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 500, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.18183593, 'precision': 0.10273456583984217, 'recall': 0.16891704368698232, 'f1_score': 0.11455607934230602, 'confusion_matrix': array([[  0,  14,  15,  88,   0],
       [  0,   8,  25,  78,   0],
       [  0,  14,  13,  85,   0],
       [  1,  14,  41, 107,   0],
       [  1,   3,  19,  74,   0]]), 'forgetting_measure': [0.1385387, 0.09478922, -1.2451934]}","{""Task 0 has these classes:"": [""sheila"", ""four"", ""dog"", ""no"", ""left""], ""Task 1 has these classes:"": [""sheila"", ""left"", ""zero"", ""bird"", ""dog""], ""Task 2 has these classes:"": [""sheila"", ""four"", ""dog"", ""no"", ""left""]}"
