Hyperparameters,Results,Classes in task
"{'Name Experiment': 'Learning Blanco with DRNN Model; with TEM (TIL) with 700 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552c8e3eed0>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552be8816d0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 700, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.52975093, 'precision': 0.4260172143974961, 'recall': 0.3063591635873406, 'f1_score': 0.20698873844446703, 'confusion_matrix': array([[  2, 112,   2,   0,   2],
       [  4, 137,   1,   0,   2],
       [  1, 127,   2,   1,   3],
       [  1,  88,   0,   2,   2],
       [  1, 104,   3,   0,   3]]), 'forgetting_measure': [0.52221929, -0.18908577, 0.23252553]}","{""Task 0 has these classes:"": [""left"", ""six"", ""three"", ""down"", ""zero""], ""Task 1 has these classes:"": [""left"", ""one"", ""two"", ""no"", ""tree""], ""Task 2 has these classes:"": [""left"", ""six"", ""three"", ""down"", ""zero""]}"
"{'Name Experiment': 'Learning Blanco with DRNN Model; with TEM (TIL) with 300 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552dca59250>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552dca21dd0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 300, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.52637115, 'precision': 0.35556398777629546, 'recall': 0.36165213329681253, 'f1_score': 0.34900178311118001, 'confusion_matrix': array([[109,  41,   7,  44,  27],
       [ 56,  66,   3,  37,  23],
       [ 26,  30,   5,  41,   6],
       [ 73,  55,  14,  72,  16],
       [ 48,  37,   6,  41,  17]]), 'forgetting_measure': [0.52265787, 0.14112322, -0.38687474]}","{""Task 0 has these classes:"": [""marvel"", ""wow"", ""four"", ""seven"", ""off""], ""Task 1 has these classes:"": [""marvel"", ""four"", ""cat"", ""right"", ""bed""], ""Task 2 has these classes:"": [""marvel"", ""wow"", ""four"", ""seven"", ""off""]}"
"{'Name Experiment': 'Learning Blanco with DRNN Model; with TEM (TIL) with 300 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552dca59250>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552dca21dd0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 300, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.57901626, 'precision': 0.31484564255063607, 'recall': 0.32870662896838923, 'f1_score': 0.31179139686187534, 'confusion_matrix': array([[62, 29,  1, 36, 10],
       [43, 49,  5, 32, 11],
       [20, 21,  1, 16, 10],
       [73, 36,  6, 42, 15],
       [29, 22,  0, 24,  7]]), 'forgetting_measure': [0.55063896, -0.25925654, 0.14203098]}","{""Task 0 has these classes:"": [""marvel"", ""wow"", ""four"", ""seven"", ""off""], ""Task 1 has these classes:"": [""marvel"", ""four"", ""cat"", ""right"", ""bed""], ""Task 2 has these classes:"": [""marvel"", ""wow"", ""four"", ""seven"", ""off""]}"
"{'Name Experiment': 'Learning MAS with LSTM Model; with TEM (TIL) with 10 chunk', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552c4c02250>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552c4916fd0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 10, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.6241698, 'precision': 0.5045223824365517, 'recall': 0.39254825087082337, 'f1_score': 0.31706971883475493, 'confusion_matrix': array([[  6,  40, 111,   0,   1],
       [  1, 121, 122,   1,   1],
       [  2,  21, 206,   0,   0],
       [  0,  79,  68,   0,   0],
       [  1,  40,  75,   0,   4]]), 'forgetting_measure': [0.55068343, -0.20720178, -0.3852125]}","{""Task 0 has these classes:"": [""yes"", ""up"", ""five"", ""happy"", ""nine""], ""Task 1 has these classes:"": [""yes"", ""on"", ""yes"", ""cat"", ""down""], ""Task 2 has these classes:"": [""yes"", ""up"", ""five"", ""happy"", ""nine""]}"
"{'Name Experiment': 'Learning MAS with LSTM Model; with TEM (TIL) with 10 chunk', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552c4c02250>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552c4916fd0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 10, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.56691046, 'precision': 0.25076286398085362, 'recall': 0.31082738763771403, 'f1_score': 0.2407120398980864, 'confusion_matrix': array([[  2,  46,  72,   0,   1],
       [  1,  50,  81,   0,   2],
       [  2,  46, 101,   0,   3],
       [  2,  48,  67,   0,   0],
       [  1,  28,  47,   0,   0]]), 'forgetting_measure': [0.54424186, -0.20337392, 0.1066267]}","{""Task 0 has these classes:"": [""yes"", ""up"", ""five"", ""happy"", ""nine""], ""Task 1 has these classes:"": [""yes"", ""on"", ""yes"", ""cat"", ""down""], ""Task 2 has these classes:"": [""yes"", ""up"", ""five"", ""happy"", ""nine""]}"
"{'Name Experiment': 'Learning Blanco with DRNN Model; no TEM (TIL) with 700 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552c6390450>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552d6ee0950>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 700, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.78720388, 'precision': 0.33359288097886538, 'recall': 0.30095693779904306, 'f1_score': 0.15942857142857144, 'confusion_matrix': array([[  0,   0,   0,   0, 175],
       [  0,   1,   0,   0, 208],
       [  0,   0,   0,   0, 178],
       [  0,   0,   0,   0, 187],
       [  0,   0,   0,   0, 151]]), 'forgetting_measure': [0.51732935, 0.3348261, -0.3815574]}","{""Task 0 has these classes:"": [""right"", ""zero"", ""eight"", ""down"", ""stop""], ""Task 1 has these classes:"": [""right"", ""yes"", ""dog"", ""off"", ""up""], ""Task 2 has these classes:"": [""right"", ""zero"", ""eight"", ""down"", ""stop""]}"
"{'Name Experiment': 'Learning Blanco with DRNN Model; no TEM (TIL) with 700 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552c6390450>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552d6ee0950>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 700, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.54149348, 'precision': 0.24133333333333333, 'recall': 0.3, 'f1_score': 0.16850828729281769, 'confusion_matrix': array([[  0,   0,   0,   0, 125],
       [  0,   0,   0,   0, 138],
       [  0,   0,   0,   0, 100],
       [  0,   0,   0,   0, 113],
       [  0,   0,   0,   0, 124]]), 'forgetting_measure': [0.53297478, -0.109694846, 0.09885136]}","{""Task 0 has these classes:"": [""right"", ""zero"", ""eight"", ""down"", ""stop""], ""Task 1 has these classes:"": [""right"", ""yes"", ""dog"", ""off"", ""up""], ""Task 2 has these classes:"": [""right"", ""zero"", ""eight"", ""down"", ""stop""]}"
"{'Name Experiment': 'Learning Blanco with DRNN Model; no TEM (TIL) with 300 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552dc919950>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552d4539110>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 300, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.5308057, 'precision': 0.30703056684611046, 'recall': 0.31307793344384054, 'f1_score': 0.30034244113697586, 'confusion_matrix': array([[52, 55, 48, 24, 10],
       [48, 60, 53, 29,  6],
       [49, 57, 74, 18, 10],
       [53, 49, 39, 13,  9],
       [31, 56, 26, 24,  7]]), 'forgetting_measure': [0.52705953, -0.004448504, -0.040419217]}","{""Task 0 has these classes:"": [""dog"", ""stop"", ""happy"", ""five"", ""left""], ""Task 1 has these classes:"": [""dog"", ""marvel"", ""right"", ""nine"", ""stop""], ""Task 2 has these classes:"": [""dog"", ""stop"", ""happy"", ""five"", ""left""]}"
"{'Name Experiment': 'Learning Blanco with DRNN Model; no TEM (TIL) with 300 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552dc919950>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552d4539110>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 300, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.50616674, 'precision': 0.3375801627832393, 'recall': 0.29802930512006342, 'f1_score': 0.2806355928704334, 'confusion_matrix': array([[28, 28, 54, 10,  1],
       [37, 37, 39, 22,  0],
       [34, 27, 40, 13,  4],
       [30, 26, 49, 14,  0],
       [24, 25, 41, 14,  3]]), 'forgetting_measure': [0.51613021, -0.100289755, 0.30798933]}","{""Task 0 has these classes:"": [""dog"", ""stop"", ""happy"", ""five"", ""left""], ""Task 1 has these classes:"": [""dog"", ""marvel"", ""right"", ""nine"", ""stop""], ""Task 2 has these classes:"": [""dog"", ""stop"", ""happy"", ""five"", ""left""]}"
"{'Name Experiment': 'Learning Blanco with ECHO Model; no TEM (TIL) with 700 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552d1536410>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552d1ae96d0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 700, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.78708174, 'precision': 0.24066666666666667, 'recall': 0.3, 'f1_score': 0.16759002770083103, 'confusion_matrix': array([[183,   0,   0,   0,   0],
       [195,   0,   0,   0,   0],
       [252,   0,   0,   0,   0],
       [135,   0,   0,   0,   0],
       [135,   0,   0,   0,   0]]), 'forgetting_measure': [0.49384369, 0.10465068, -0.11688252]}","{""Task 0 has these classes:"": [""go"", ""cat"", ""no"", ""seven"", ""zero""], ""Task 1 has these classes:"": [""go"", ""nine"", ""yes"", ""four"", ""tree""], ""Task 2 has these classes:"": [""go"", ""cat"", ""no"", ""seven"", ""zero""]}"
