Hyperparameters,Results,Additional classes
"{'Name Experiment': 'Learning Blanco with Dense Model; no TEM (CIL) with 300 chunkss', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552043695d0>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1551fe4ea450>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 300, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 3, 'Class Incremental Case': (True, 0.35, 75, (True, 0.9), (60, 0.02), 0.4, 3), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.46862088, 'precision': 0.2587226631014731, 'recall': 0.2456868875592125, 'f1_score': 0.20881165947078426, 'confusion_matrix': array([[  1,  85,  53,   0,   0,   0,   0],
       [  1, 181, 104,   0,   0,   0,   0],
       [  0, 147,  90,   0,   0,   0,   0],
       [  0,  59,  21,   0,   0,   0,   0],
       [  0,  41,  17,   0,   0,   0,   0],
       [  0,  51,   0,   0,   0,   0,   0],
       [  0,  49,   0,   0,   0,   0,   0]]), 'forgetting_measure': [0.41810778, 0.19112836, 0.104395546]}","{""Task 0 had these additional classes included:"": [""off"", ""on"", ""one""], ""Task 1 had these additional classes included:"": [""right"", ""seven""], ""Task 2 had these additional classes included:"": [""sheila"", ""six""]}"
"{'Name Experiment': 'Learning Blanco with Dense Model; no TEM (CIL) with 300 chunkss', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552043695d0>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1551fe4ea450>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 300, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 3, 'Class Incremental Case': (True, 0.35, 75, (True, 0.9), (60, 0.02), 0.4, 3), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.59874312, 'precision': 0.19999342581026889, 'recall': 0.2564784053156146, 'f1_score': 0.21623018402288277, 'confusion_matrix': array([[  0,  60,  31,   0,   0,   0,   0],
       [  0, 171,  44,   0,   0,   0,   0],
       [  0,  98,  42,   0,   0,   0,   0],
       [  0,  50,   4,   0,   0,   0,   0],
       [  0,  31,   2,   0,   0,   0,   0],
       [  0,  34,   0,   0,   0,   0,   0],
       [  0,  33,   0,   0,   0,   0,   0]]), 'forgetting_measure': [0.56336424, 0.21245897, -0.008298578]}","{""Task 0 had these additional classes included:"": [""off"", ""on"", ""one""], ""Task 1 had these additional classes included:"": [""right"", ""seven""], ""Task 2 had these additional classes included:"": [""sheila"", ""six""]}"
"{'Name Experiment': 'Learning Blanco with Dense Model; with TEM (CIL) with 300 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x15520becac10>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x155204a833d0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 300, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 3, 'Class Incremental Case': (True, 0.35, 75, (True, 0.9), (60, 0.02), 0.4, 3), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.53243358, 'precision': 0.145129508978229774, 'recall': 0.24285714285714285, 'f1_score': 0.16859074990943122, 'confusion_matrix': array([[284,   0,   0,   0,   0,   0,   0],
       [262,   0,   0,   0,   0,   0,   0],
       [120,   0,   0,   0,   0,   0,   0],
       [ 70,   0,   0,   0,   0,   0,   0],
       [ 64,   0,   0,   0,   0,   0,   0],
       [ 52,   0,   0,   0,   0,   0,   0],
       [ 47,   0,   1,   0,   0,   0,   0]]), 'forgetting_measure': [0.52524552, 0.35330895, -0.08018216]}","{""Task 0 had these additional classes included:"": [""no"", ""off"", ""on""], ""Task 1 had these additional classes included:"": [""one"", ""right""], ""Task 2 had these additional classes included:"": [""seven"", ""sheila""]}"
"{'Name Experiment': 'Learning Blanco with Dense Model; with TEM (CIL) with 300 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x15520becac10>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x155204a833d0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 300, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 3, 'Class Incremental Case': (True, 0.35, 75, (True, 0.9), (60, 0.02), 0.4, 3), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.48223255, 'precision': 0.145075125208681135, 'recall': 0.24285714285714285, 'f1_score': 0.16852791878172589, 'confusion_matrix': array([[189,   0,   0,   0,   0,   0,   0],
       [171,   0,   1,   0,   0,   0,   0],
       [ 82,   0,   0,   0,   0,   0,   0],
       [ 41,   0,   0,   0,   0,   0,   0],
       [ 49,   0,   0,   0,   0,   0,   0],
       [ 31,   0,   0,   0,   0,   0,   0],
       [ 36,   0,   0,   0,   0,   0,   0]]), 'forgetting_measure': [0.51268337, 0.41070986, 0.21533005]}","{""Task 0 had these additional classes included:"": [""no"", ""off"", ""on""], ""Task 1 had these additional classes included:"": [""one"", ""right""], ""Task 2 had these additional classes included:"": [""seven"", ""sheila""]}"
"{'Name Experiment': 'Learning Blanco with LSTM Model; no TEM (CIL) with 300 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1551fb056550>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x155204ef9ed0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 300, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 3, 'Class Incremental Case': (True, 0.35, 75, (True, 0.9), (60, 0.02), 0.4, 3), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.51498984, 'precision': 0.23232583781923588, 'recall': 0.25496720633210356, 'f1_score': 0.2262269943051321, 'confusion_matrix': array([[205,  95,   9,   0,   0,   0,   0],
       [145,  89,   8,   0,   0,   0,   0],
       [ 63,  43,   6,   0,   0,   0,   0],
       [ 41,  26,   0,   0,   0,   0,   0],
       [ 50,  20,   0,   0,   0,   0,   0],
       [ 41,   0,   0,   0,   0,   0,   0],
       [ 59,   0,   0,   0,   0,   0,   0]]), 'forgetting_measure': [0.47276056, 0.19017076, 0.10446792]}","{""Task 0 had these additional classes included:"": [""no"", ""off"", ""on""], ""Task 1 had these additional classes included:"": [""one"", ""right""], ""Task 2 had these additional classes included:"": [""seven"", ""sheila""]}"
"{'Name Experiment': 'Learning Blanco with LSTM Model; no TEM (CIL) with 300 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1551fb056550>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x155204ef9ed0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 300, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 3, 'Class Incremental Case': (True, 0.35, 75, (True, 0.9), (60, 0.02), 0.4, 3), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.4891096, 'precision': 0.19130804163534235, 'recall': 0.2417066723062282, 'f1_score': 0.20320037105751391, 'confusion_matrix': array([[121,  54,   0,   0,   0,   0,   0],
       [135,  58,   0,   0,   0,   0,   0],
       [ 58,  21,   0,   0,   0,   0,   0],
       [ 32,  14,   0,   0,   0,   0,   0],
       [ 28,  12,   0,   0,   0,   0,   0],
       [ 34,   0,   0,   0,   0,   0,   0],
       [ 33,   0,   0,   0,   0,   0,   0]]), 'forgetting_measure': [0.51497123, 0.39091322, 0.21028133]}","{""Task 0 had these additional classes included:"": [""no"", ""off"", ""on""], ""Task 1 had these additional classes included:"": [""one"", ""right""], ""Task 2 had these additional classes included:"": [""seven"", ""sheila""]}"
"{'Name Experiment': 'Learning MAS with Dense Model; with TEM (CIL) with 700 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552434e2010>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552433187d0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 700, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 3, 'Class Incremental Case': (True, 0.35, 75, (True, 0.9), (60, 0.02), 0.4, 3), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.44493128, 'precision': 0.18014455782312925, 'recall': 0.24264114049248539, 'f1_score': 0.15517656209489241, 'confusion_matrix': array([[204,   1,   1,   0,   0,   0,   0],
       [353,   0,   1,   0,   0,   0,   0],
       [121,   0,   1,   0,   0,   0,   0],
       [ 71,   0,   0,   0,   0,   0,   0],
       [ 47,   0,   0,   0,   0,   0,   0],
       [ 50,   0,   0,   0,   0,   0,   0],
       [ 50,   0,   0,   0,   0,   0,   0]]), 'forgetting_measure': [0.3817479, 0.2583011, -0.16797319]}","{""Task 0 had these additional classes included:"": [""four"", ""go"", ""happy""], ""Task 1 had these additional classes included:"": [""house"", ""left""], ""Task 2 had these additional classes included:"": [""marvel"", ""nine""]}"
"{'Name Experiment': 'Learning MAS with Dense Model; with TEM (CIL) with 700 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552434e2010>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552433187d0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 700, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 3, 'Class Incremental Case': (True, 0.35, 75, (True, 0.9), (60, 0.02), 0.4, 3), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.43029879, 'precision': 0.13529692344383496, 'recall': 0.24285714285714285, 'f1_score': 0.15660738190858673, 'confusion_matrix': array([[148,   0,   0,   0,   0,   0,   0],
       [213,   0,   0,   0,   0,   0,   0],
       [ 82,   0,   0,   0,   0,   0,   0],
       [ 60,   0,   1,   0,   0,   0,   0],
       [ 29,   0,   0,   0,   0,   0,   0],
       [ 23,   0,   0,   0,   0,   0,   0],
       [ 44,   0,   0,   0,   0,   0,   0]]), 'forgetting_measure': [0.43520648, 0.32253692, 0.43370533]}","{""Task 0 had these additional classes included:"": [""four"", ""go"", ""happy""], ""Task 1 had these additional classes included:"": [""house"", ""left""], ""Task 2 had these additional classes included:"": [""marvel"", ""nine""]}"
"{'Name Experiment': 'Learning MAS with LSTM Model; no TEM (CIL) with 700 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x15523ff26910>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x155240357150>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 700, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 3, 'Class Incremental Case': (True, 0.35, 75, (True, 0.9), (60, 0.02), 0.4, 3), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.5038359, 'precision': 0.26256544132379458, 'recall': 0.23469303266083368, 'f1_score': 0.23258872189674878, 'confusion_matrix': array([[186,  71,   8,  31,  13,   2,  13,   1,   1],
       [107,  38,  18,  23,   3,   2,   7,   0,   1],
       [ 83,  27,   8,  12,   4,   1,   5,   0,   1],
       [ 52,   6,   2,  11,   2,   0,   2,   0,   1],
       [ 31,  10,   2,  12,   2,   0,   1,   0,   0],
       [ 25,   8,   3,   2,   1,   3,   4,   1,   0],
       [ 26,   8,   5,   2,   0,   2,   8,   1,   1],
       [  0,   0,   0,   0,   0,   0,   0,   0,   0],
       [  0,   0,   0,   0,   0,   0,   0,   0,   0]]), 'forgetting_measure': [0.51251352, 0.30061156, 0.2704275]}","{""Task 0 had these additional classes included:"": [""house"", ""left"", ""marvel""], ""Task 1 had these additional classes included:"": [""nine"", ""no""], ""Task 2 had these additional classes included:"": [""off"", ""on""]}"
"{'Name Experiment': 'Learning MAS with LSTM Model; no TEM (CIL) with 700 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x15523ff26910>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x155240357150>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 700, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 3, 'Class Incremental Case': (True, 0.35, 75, (True, 0.9), (60, 0.02), 0.4, 3), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.47058244, 'precision': 0.2513507431734545, 'recall': 0.25325875366608632, 'f1_score': 0.23477714518876366, 'confusion_matrix': array([[101,  48,   4,  29,   6,   3,   9,   1],
       [ 63,  24,   5,  18,   4,   1,   1,   0],
       [ 83,  27,   2,  12,   2,   5,   1,   0],
       [ 18,   8,   1,  12,   0,   0,   1,   0],
       [ 25,   4,   1,  12,   2,   0,   0,   0],
       [ 15,   7,   6,   2,   0,   2,   4,   2],
       [ 14,   7,   2,   1,   0,   1,   3,   1],
       [  0,   0,   0,   0,   0,   0,   0,   0]]), 'forgetting_measure': [0.4929656, 0.34641612, 0.3694587]}","{""Task 0 had these additional classes included:"": [""house"", ""left"", ""marvel""], ""Task 1 had these additional classes included:"": [""nine"", ""no""], ""Task 2 had these additional classes included:"": [""off"", ""on""]}"
