Hyperparameters,Results,Classes in task
"{'Name Experiment': 'Learning LWF with GRU Model; no TEM (DIL) with 300 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552608d2790>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x155255815910>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 300, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.4773944, 'precision': 0.30055560787268103, 'recall': 0.39997421018697617, 'f1_score': 0.30834957511499181, 'confusion_matrix': array([[  7, 158,   0,   0,   0],
       [ 11, 270,   1,   0,   0],
       [  5, 178,   0,   0,   0],
       [  6, 111,   0,   0,   0],
       [  8, 144,   1,   0,   0]]), 'forgetting_measure': [0.44260812, -0.21507719, 0.0]}","{""Every task  has these classes:"": [""stop"", ""marvel"", ""down"", ""six"", ""house""]}"
"{'Name Experiment': 'Learning LWF with GRU Model; no TEM (DIL) with 300 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552608d2790>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x155255815910>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 300, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.52575697, 'precision': 0.264, 'recall': 0.4, 'f1_score': 0.29696969696969697, 'confusion_matrix': array([[  0,  93,   0,   0,   0],
       [  0, 192,   0,   0,   0],
       [  0, 108,   0,   0,   0],
       [  0,  96,   0,   0,   0],
       [  0, 111,   0,   0,   0]]), 'forgetting_measure': [0.525757, 0.0, 0.0]}","{""Every task  has these classes:"": [""stop"", ""marvel"", ""down"", ""six"", ""house""]}"
"{'Name Experiment': 'Learning MAS with LSTM Model; with TEM (DIL) with 700 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x155218671990>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552186418d0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 700, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.50117026, 'precision': 0.6645622119815668, 'recall': 0.44194547156847493, 'f1_score': 0.3938157577757407, 'confusion_matrix': array([[202,  44,   1,   4,   0],
       [139,  60,   7,   8,   0],
       [ 93,  42,   6,   3,   0],
       [137,  12,   1,   6,   0],
       [111,  18,   0,   0,   6]]), 'forgetting_measure': [0.5250011, 0.6724706, -3.4347]}","{""Every task  has these classes:"": [""house"", ""down"", ""bird"", ""tree"", ""left""]}"
"{'Name Experiment': 'Learning MAS with LSTM Model; with TEM (DIL) with 700 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x155218671990>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552186418d0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 700, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.46138663, 'precision': 0.43193580866173497, 'recall': 0.4143497929124742, 'f1_score': 0.3489669039148765, 'confusion_matrix': array([[107,  26,   3,   7,   2],
       [ 78,  27,   0,   2,   0],
       [ 92,  32,   6,   2,   3],
       [ 82,  21,   1,   4,   0],
       [ 84,  16,   3,   2,   0]]), 'forgetting_measure': [0.50177426, 0.38830414, -0.61322427]}","{""Every task  has these classes:"": [""house"", ""down"", ""bird"", ""tree"", ""left""]}"
"{'Name Experiment': 'Learning GEM with DRNN Model; no TEM (DIL) with 500 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x155297296610>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x15528114b5d0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 500, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.36872169, 'precision': 0.33919821826280623, 'recall': 0.39998116760828627, 'f1_score': 0.26768617429082545, 'confusion_matrix': array([[  1, 179,   0,   0,   0],
       [  1, 176,   0,   0,   0],
       [  0, 180,   0,   0,   0],
       [  0, 199,   0,   0,   0],
       [  0, 164,   0,   0,   0]]), 'forgetting_measure': [0.37335133, 0.04005996, 0.0]}","{""Every task  has these classes:"": [""sheila"", ""up"", ""stop"", ""left"", ""happy""]}"
"{'Name Experiment': 'Learning GEM with DRNN Model; no TEM (DIL) with 500 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x155297296610>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x15528114b5d0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 500, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.4273761, 'precision': 0.24566666666666667, 'recall': 0.4, 'f1_score': 0.27435549525101764, 'confusion_matrix': array([[  0, 108,   0,   0,   0],
       [  0, 137,   0,   0,   0],
       [  0, 139,   0,   0,   0],
       [  0, 139,   0,   0,   0],
       [  0,  77,   0,   0,   0]]), 'forgetting_measure': [0.42807914, 0.009246882, -0.009333185]}","{""Every task  has these classes:"": [""sheila"", ""up"", ""stop"", ""left"", ""happy""]}"
"{'Name Experiment': 'Learning GEM with ECHO Model; no TEM (DIL) with 500 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552870e6b90>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x155285a93b50>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 500, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.41514669, 'precision': 0.24133333333333333, 'recall': 0.4, 'f1_score': 0.26850828729281769, 'confusion_matrix': array([[186,   0,   0,   0,   0],
       [139,   0,   0,   0,   0],
       [308,   0,   0,   0,   0],
       [138,   0,   0,   0,   0],
       [129,   0,   0,   0,   0]]), 'forgetting_measure': [0.42407694, 0.119560644, -0.13579656]}","{""Every task  has these classes:"": [""stop"", ""wow"", ""bed"", ""eight"", ""house""]}"
"{'Name Experiment': 'Learning GEM with ECHO Model; no TEM (DIL) with 500 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552870e6b90>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x155285a93b50>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 500, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.3265715, 'precision': 0.23333333333333333, 'recall': 0.4, 'f1_score': 0.25714285714285714, 'confusion_matrix': array([[100,   0,   0,   0,   0],
       [115,   0,   0,   0,   0],
       [205,   0,   0,   0,   0],
       [ 69,   0,   0,   0,   0],
       [111,   0,   0,   0,   0]]), 'forgetting_measure': [0.32825836, 0.03945599, -0.041076716]}","{""Every task  has these classes:"": [""stop"", ""wow"", ""bed"", ""eight"", ""house""]}"
"{'Name Experiment': 'Learning MAS with GRU Model; no TEM (DIL) with 700 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1551fb5c9990>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1551fb6c18d0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 700, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.4302319, 'precision': 0.32475368986007282, 'recall': 0.39864311782412955, 'f1_score': 0.3285620580795167, 'confusion_matrix': array([[  0, 147,  37,   0,  11],
       [  4, 173,  37,   1,  10],
       [  1, 150,  36,   0,   7],
       [  1, 129,  23,   0,   4],
       [  1, 106,  15,   2,   5]]), 'forgetting_measure': [0.38801348, -0.23343071, -0.16765296]}","{""Every task  has these classes:"": [""sheila"", ""go"", ""happy"", ""three"", ""six""]}"
"{'Name Experiment': 'Learning MAS with GRU Model; no TEM (DIL) with 700 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1551fb5c9990>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1551fb6c18d0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 700, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.41608426, 'precision': 0.28057142857142857, 'recall': 0.39956112852664576, 'f1_score': 0.31134028708759769, 'confusion_matrix': array([[  0,  78,  43,   0,   0],
       [  1, 117,  27,   0,   0],
       [  0,  89,  21,   0,   0],
       [  0,  93,  27,   0,   0],
       [  2,  73,  29,   0,   0]]), 'forgetting_measure': [0.41032268, -0.022259353, -0.036843315]}","{""Every task  has these classes:"": [""sheila"", ""go"", ""happy"", ""three"", ""six""]}"
"{'Name Experiment': 'Learning LWF with GRU Model; with TEM (DIL) with 300 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552541b9610>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x15524dcf9e10>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 300, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.4984844, 'precision': 0.61828211204381854, 'recall': 0.5150377992855649, 'f1_score': 0.50539550320005, 'confusion_matrix': array([[ 44,  21,  30,  74,   2],
       [ 14,  53,  56,  53,   0],
       [  7,  15,  64,  90,   6],
       [ 12,  13,  61, 125,   1],
       [  9,  12,  54,  72,  12]]), 'forgetting_measure': [0.52504138, 0.5991043, -2.377423]}","{""Every task  has these classes:"": [""nine"", ""one"", ""zero"", ""down"", ""happy""]}"
